mfn;clasificacion;nombre;autor;fechaPublicacion;idEditorial;numeroEdicion
4477;COL.NB&624.176 2&L669a;Engineering Aspects of the 1971 San Fernando Earthqueake;S.A.;1971;S.E.;
4478;COL.NB&624.176 2&M776g;Building Structures in Earthqueke Countries;Montel, Alfredo;1952;Charles Griffin & Company;
4479;COL.NB&624.176 2&P963;Procedings of The Second World Conference on earthquake Enginering;S.A.;1960;Gakujutsu Bunken Fukyu-Kai;
4479;COL.NB&624.176 2&P963;Procedings of The Second World Conference on earthquake Enginering;S.A.;1960;Gakujutsu Bunken Fukyu-Kai;
4479;COL.NB&624.176 2&P963;Procedings of The Second World Conference on earthquake Enginering;S.A.;1960;Gakujutsu Bunken Fukyu-Kai;
4480;COL.NB&624.177 1&B168u;The Ultimate-Load Theory Applied to the Design of Reinforced & Prestressed Concrete Frames;Baker, A.L.L.;1958;Concrete Publications Limited;
4484;COL.NB&624.177 1&D611;Structural Welding Code;S.A.;1974;American Welding Society;
4485;COL.NB&624.177 1&CH426d;The design of shells a practical approach;Chronowicz, Albin;1960;Frederick Ungar Publishing;
4486;COL.NB&624.177 1&Y68s;Structural Theory and Design;McHardy Young, J.;1951;Crosby Lockwood & Son;
4487;COL.NB&624.177 2&B471d;Desing of Eccentrically-Loaded Columns by the Load-Factor Method;Bennett, J.D.;1959;Concrete Publications Limited;
4488;COL.NB&624.177 2&B658t;Translation Key To Kleinlogel's Mehrstielige Rahmen;Blum, Fred;1952;Frederick Ungar Publishing;
4489;COL.NB&624.177 2&E68i;Influence Lines For Thrust and Bending Moments in the Fixed;Eriksen, B.;1959;Concrete Publications Limited;
4490;COL.NB&624.177 2&E94d;CRSI Handbook;S.A.;1975;Concrete Reinforcing Steel Institute;
4492;COL.NB&624.177 2&S211l;La Vigueta Pretensada Técnica y Económica para Nuestra Vivienda;Sánchez Menjívar, Pablo Antonio;1966;Universidad de El Salvador;
4493;COL.NB&624.177 23&B467c;Nociones de cálculo plástico de vigas rectas y porticos simples;Benito, Carlos;1960;S.E.;
4494;COL.NB&624.177 3&G849b;BEAM Fórmulas;Griffel, William;1970;Frederick Ungar Publishing;
4495;COL.NB&624.177 3&K64b;BEAM Fórmulas;Kleinlogel, A.;1953;Frederick Ungar Publishing;
4496;COL.NB&624.182&C357;Catálogo de Productos Estructurales;S/A;S/F;S/E;
4497;COL.NB&624.177 4&C112;El cable de acero especificaciones;S/A;0;s.n;
4498;COL.NB&624.18&R294;Internal Recommendations for the Design and Construction of Concrete Structures;S/A;1970;S.E.;
4498;COL.NB&624.18&R294;Internal Recommendations for the Design and Construction of Concrete Structures;S/A;1970;S.E.;
4499;COL.NB&624.1982 1&A852;ASTM Specifications for Rolled Structural Steel;S.A.;1963;American Society for Testing and Materials;
4500;COL.NB&624.182 1&P949m;Design Manual for High-Strength Steels;Priest, H. Malcolm;1957;s.n;
4501;COL.NB&624.182 1&S741;Suplementary Information on the 1968 edition of the Specification for the Design of Cold-Formed Steel Structural Members;S.A.;1972;American Iron Aand Steel Institute;
4501;COL.NB&624.182 1&S741;Suplementary Information on the 1968 edition of the Specification for the Design of Cold-Formed Steel Structural Members;S.A.;1972;American Iron Aand Steel Institute;
4501;COL.NB&624.182 1&S741;Suplementary Information on the 1968 edition of the Specification for the Design of Cold-Formed Steel Structural Members;S.A.;1972;American Iron Aand Steel Institute;
4501;COL.NB&624.182 1&S741;Suplementary Information on the 1968 edition of the Specification for the Design of Cold-Formed Steel Structural Members;S.A.;1972;American Iron Aand Steel Institute;
4503;COL.NB&624.183 3&C934g;Joints & Cracks in Concrete;Critchell, Peter L.;1958;Contractors Record Limited;
4505;COL.NB&624.183 3&F353f;Reinforced Concrete Fundamentals;Ferguson, Phil M.;1973;John Wiley & Sons;
4507;COL.NB&624.183 3&M113c;Concrete Primer;McMillan, F.R.;1960;American Concrete Institute;
4508;COL.NB&624.183 4&CH442c;Le Calcul Du Beton Arme a la Rupture;Chambaud, R.;1965;Eylles;
4509;COL.NB&624.183 4&F736l;Les Betons Legers;Graf, Otto;1955;s.n;
4510;COL.NB&624.183 4&M820h;Hormigón Armado;Moral, Fernando;1953;Dossat;
4511;COL.NB&624.183 4&R364c;Concrete Construction;Reynolds, Chas E.;1967;Concrete Publications Limitted;
4512;COL.NB&624.183 4&V728c;Calcul Du Beton Arme Aux Etats-Limites;Ville de Goyet, A.;1971;Dunod;
4513;COL.NB&624.183 4&V199c;Cellular Concretes;Valore, Rudolph C.;1954;American Concrete Institute;
4514;COL.NB&624.183 4&W988e;Estimating and Cost Keeping for Concrete Structures;Wynn, A.E.;1953;Concrete Publications Limited;
4515;COL.NB&624.183 41&A181;ACI Manual of concrete practice;American Concrete Institute, ACI;1970;ACI;
4515;COL.NB&624.183 41&A181;ACI Manual of concrete practice;American Concrete Institute, ACI;1970;ACI;
4515;COL.NB&624.183 41&A181;ACI Manual of concrete practice;American Concrete Institute, ACI;1970;ACI;
4516;COL.NB&624.183 41&A837;Translation Codes of Practice on Reinforced Concrete;S.A.;1966;C.&. CA;
4517;COL.NB&624.183 41&B471m;Reinforced Concrete Members Subjected to Bending and Direct Force;Bennett, J.D.;1963;Concrete Publications Limited;
4518;COL.NB&624.183 41&B167h;Limit State Design of Reinforced Concrete;Baker, A. L.L.;1970;Cement and Concrete Association;
4519;COL.NB&624.183 41&B658d;Design of multistory reinforced concrete buildings for earthquake motions;Blume, John A.;1961;Portland Cement Association;
4520;COL.NB&624.183 41&B674d;Design of Reinforced Concrete;Boguslavsky, Boris W.;1959;Macmillan Company;
4537;COL.NB&624.177 1&S927;Structural Design Procedure for Corrugated Plastic Drainage Tubing;S.A.;1973;s.n;
4541;COL.NB&625.725&G345;Geometric Design Standards for Highways Other Thn Freeways;American Association of State Highway Officials;1969;s.n;
4542;COL.NB&631.857&D361l;L'Irrigation en Grande Culture;Deloye, M.;1953;La Deffusion Du Livre;
4543;COL.NB&388.413&A111;A Policy on Design Standards for Stopping Sight Distance;S.A.;1971;American Association of State Highway Officials;
4544;COL.NB&690.26&S128;Safety in Industria;S.A.;1967;Labor;
4551;COL.NB&624.183 41&S464;Selección y Empleo de Agregados para Concreto;S.A.;1961;Instituto Mexicano del Cemento;
4552;COL.NB&624.183 41&S431e;Explanatory Handbook on the B.S. Code of Practice for Reinforced Concrete;Scott, W.L.;1969;Concrete Publications Limited;
4552;COL.NB&624.183 41&S431e;Explanatory Handbook on the B.S. Code of Practice for Reinforced Concrete;Scott, W.L.;1969;Concrete Publications Limited;
4554;COL.NB&624.183 4&J76t;Techinical Report: The Ultimate Flexural Strength of Reinforced and Prestressed Concrete Beams;Jones, L.L.;1958;Cement and Concrete Association;
4555;COL.NB&624.183 41&I59p;Placing Reinforcing Bars;S.A.;1973;Concrete Reinforcing Steel Institute;
4556;COL.NB&624.183 41&I59p;Commentary on building code requirements for reinforced concrete ( ACI 318-63);American Concrete Institute, ACI;1965;ACI;
4557;COL.NB&624.183 41&H236;Reinforced Concrete Design Handbook;S.A.;1955;American Concrete Institute;
4558;COL.NB&624.183 41&C669;Australian Standard Rules for the Use of Normal Reinforced Concrete in Buildings;S.A.;1961;Standards Association of Australia;
4559;COL.NB&624.183 41&S732l;Lecciones de Estructuras de Hormigón Armado;Spampinato, Agripino R.;1952;s.n;
4561;COL.NB&624.183 412&A139p;The Principles and Practice of Prestressed Concrete;Abeles, P. W.;1949;Frederick Ungar Publishing;
4562;COL.NB&624.183 412&A837m;Tentative Standards for Prestressed Concrete Piles, Slabs, Beams and box Beams for Bridges and an Interim Manual for Inspection of such Construction;S.A.;1967;Join Committee;
4563;COL.NB&624.183 412&C421c;Cemento Armato Precompresso;Cestelli-Guidi, Carlo;1953;Ulrico Hoepli;
4564;COL.NB&624.183 412&F723;Forms for Architectural Concrete;S.A.;1952;Portland Cement Association;
4565;COL.NB&624.183 412&F981;Fundamentals of Prestressed Concrete Design;S.A.;1964;s.n;
4566;COL.NB&624.183 412&G989h;Betón Precontraint;Guyton, Y.;1958;Eyrolles;
4567;COL.NB&624.183 412&K33p;Practical Prestressed Concrete;Ken Preston, H.;1960;McGraw-Hill;
4568;COL.NB&624.183 412&M283m;The Displacement Method od Frame Abalysis;Manning G. P.;1952;Concrete Publications Limited;
4569;COL.NB&624.183 412&W199g;A Guide to the B.S. Code of Practice for Prestressed Concrete;Walley, F.;1961;Concrete Publications;
4570;COL.NB&624.183 413&W199c;Prestressed Concrete Design & Construction;Walley, F.;1953;The Ministry of Works;
4571;COL.NB&624.183 414&A159a;Architecture Prefabriquée;Abraham, Pol;1952;Dunod;
4572;COL.NB&624.183 414&F677h;Hormigoness pretensados principios y aplicaciones;Font Maymo, J.;1950;;
4574;COL.NB&624.183 414&G989b;Béton Précontraint;Guyon, Y.;1951;Eyrolles;
4575;COL.NB&624.183 414&V695h;Hormigones y Prefabricados;Vilagut, F.;1953;Reverté, S.A.;
4576;COL.NB&624.183 42&D897a;Advanced Reinforced Concrete;Dunham, Clarence W.;1963;McGraw-Hill;
4577;COL.NB&624.183 42&E74c;Cálculo Elemental y Ejecución de las Obras de Hormigón Armado;Escalera de la, F. Martin;1949;Dossat, S.A.;
4578;COL.NB&624.183 42&H693m;Manuale Enciclopedico de la Ingeniería Moderna;Rossi, Carlo;1926;Ulrico Hoepli;
4578;COL.NB&624.183 42&H693m;Manuale Enciclopedico de la Ingeniería Moderna;Rossi, Carlo;1926;Ulrico Hoepli;
4578;COL.NB&624.183 42&H693m;Manuale Enciclopedico de la Ingeniería Moderna;Rossi, Carlo;1926;Ulrico Hoepli;
4578;COL.NB&624.183 42&H693m;Manuale Enciclopedico de la Ingeniería Moderna;Rossi, Carlo;1926;Ulrico Hoepli;
4578;COL.NB&624.183 42&H693m;Manuale Enciclopedico de la Ingeniería Moderna;Rossi, Carlo;1926;Ulrico Hoepli;
4578;COL.NB&624.183 42&H693m;Manuale Enciclopedico de la Ingeniería Moderna;Rossi, Carlo;1926;Ulrico Hoepli;
4579;COL.NB&624.183 42&J77a;Ultimate Load Analysis of Reinforced and Prestressed Concrete Structures;Jones, L.L.;1962;Chatto and Windus;
4580;COL.NB&624.183 42&k45c;Béton Armé: Calcul Pratique des Ouvrages;Khramoff, J.;1960;Technique & Vulgarisation;
4581;COL.NB&624.183 42&P366c;Concrete Pipe Handbook;Peckworth, Howard F.;1967;American Concrete Pipe Association;
4582;COL.NB&624.183 49&D917c;Advanced Reinforced Concrete;Dunham, Clarence W.;1964;McGraw-Hill;
4583;COL.NB&624.183 49&E68t;Theory and Practice of Structural Design Applied to Reinforced Concrete;Eriksen, B.;1953;Concrete Publications Limited;
4584;COL.NB&624.183 42&R364;Reinforced Concrete Columns;S.A.;1975;American Concrete Institute;
4585;COL.NB&624.184&H964f;Formwork for Concrete;Hurd, M.K.;1969;American Concrete Institute;
4586;COL.NB&624.189 23&I59d;Plastic Design of Braced Multistory  Steel Frames;S.A.;1969;Commitee of Structural Steel Producers;
4587;COL.NB&624.37&S444;Standard beam sections for prestressed concrete bridges;Cement and Concrete Association;1963;;
4588;COL.NB&624.37&P976;Steel girder bridges;British Standard Specification;1964;British Standards Institution;
4590;COL.NB&624.28&V187l;La Conctruction des Ponts;Vallette, R.;1964;Dunod;
4591;COL.NB&624.28&S819p;Bridges and Their Builders;Steinman, David B.;1958;Dover Publications;
4592;COL.NB&624.28&M294;Manual for Maintenance Inspection of Bridges 1974;S.A.;1970;Operating Subcommittee on Bridges and Structures;
4593;COL.NB&624.25&P977c;Curso de Hormigón Armado;Pucher, Adolf;1960;El Ateneo;
4594;COL.NB&624.25&H236;Handbook for Welding Design;S.A.;1967;The Institute of Welding;
4595;COL.NB&624.2&S914;Reinforced Concrete Bridge Members;S.A.;1966;s.n;
4596;COL.NB&624.2&R878d;Concrete Bridge Design;Rowe, R.E.;1962;John Wiley & Sons;
4597;COL.NB&624.2&J56m;Modern British Bridges;Henry, Dorothy;1965;C.R. Books Limited;
4598;COL.NB&624.2&C756;Construction Manual for Highway Bridges and Incidental Structures;S.A.;1966;American Association of State Highway Officials;
4599;COL.NB&624.2&C592p;Welded Deck Highway Bridges;Clark, James G.;1950;s.n;
4600;COL.NB&624.19&P316m;Methods of Flow Measurement in Well Bores;Patten, P. Eugene;1962;s.n;
4601;COL.NB&624.189 23&N339a;The Plastic Methods of Structural Analysis;Neal, B. G.;1956;John Wiley & Sons;
4602;COL.NB&624.189 23&H618d;Plastic Design of Portal Frames;Heyman, Jacques;1957;Cambridge;
4603;COL.NB&624.2&C733g;A Guide for Propective Screening of Overpass Structures;S.A.;1968;American Association of State Highway Officials;
4605;COL.NB&624.817&B656t;Théorie et Pratique Des Travaux a la Mer;Blosset, M.;1951;Eyrolles;
4606;COL.NB&625&C756;Construction Manual;S.A.;1968;American Association of State Highway Officials;
4607;COL.NB&625.7&C786c;Caminos: Circulación, Trazado, Construcción;Coquand, R.;959;Reverté, S.A.;
4608;COL.NB&625.7&C786r;Routes: Circulation, Tracé, Construction;Coquand, R.;1962;Eyrolles;
4608;COL.NB&625.7&C786r;Routes: Circulation, Tracé, Construction;Coquand, R.;1962;Eyrolles;
4609;COL.NB&625.7&CH475r;Road Junctions in Rural Areas;S.A.;1965;Scientific and Industrial Research;
4610;COL.NB&625.7&E74c;Caminos;Escario, José Luis;1960;s.n;
4610;COL.NB&625.7&E74c;Caminos;Escario, José Luis;1960;s.n;
4611;COL.NB&625.7&E77;Especificaciones generales para la construcción de caminos y puentes en los proyectos federales de carreteras;;1964;International Road Federatio;
4612;COL.NB&625.7&E77;Road Specifications;S.A.;1938;Richmond;
4613;COL.NB&625.7&E77;Reference Guide Outline Specifications for Aerial Surveys and Mapping by Photogrannetric Methods for Highways;S.A.;1968;U.S. Department of Transportation;
4614;COL.NB&625.7&H638;Highway Progress;S.A.;1964;United States Department of commerce;
4615;COL.NB&625.7&I62;Highway Research Board;S.A.;1959;s.n;
4622;COL.NB&625.725&S454;Highway Safety, Design and Operations;S.A.;1968;Special Subcommittee on the Federal aid Highway Program;
4623;COL.NB&625.725&S159a;Apuntes sobre el uso de las Computadoras Electrónicas en el Diseño de Carreteras y Puentes;S.A.;1968;Asociación del Hormigón Armado de Centro América y Panamá;
4624;COL.NB&625.725&J77d;The Geometric Design of Modern Highways;Jones, John Hugh;1961;John Wiley & Sons;
4625;COL.NB&625.725&B261t;Transition Curves for Highways;Barnett, Joseph;1965;s.n;
4626;COL.NB&625.723&S941g;Guidelines for Hydraulic Considerations in Highway Planning and Location;S.A.;1973;AASHO;
4627;COL.NB&625.704 2&P962;Highway Safety Program Standards;S.A.;1962;s.n;
4627;COL.NB&625.704 2&P962;Highway Safety Program Standards;S.A.;1962;s.n;
4628;COL.NB&625.704 2&D419;A Handbook of Highway Safety Design and Operating Practices;S.A.;1973;s.n;
4629;COL.NB&625.704&R337;Highway Research Record;S.A.;1966;s.n;
4630;COL.NB&625.704&I62;Road Research;S.A.;1963;s.n;
4630;COL.NB&625.704&I62;Road Research;S.A.;1963;s.n;
4630;COL.NB&625.704&I62;Road Research;S.A.;1963;s.n;
4630;COL.NB&625.704&I62;Road Research;S.A.;1963;s.n;
4632;COL.NB&625.7&R628;Roads and Aairfields;S.A.;1957;s.n;
4633;COL.NB&625.7&P766;A Policy on Arterial Highways in Urban Areas;;1962;;
4634;COL.NB&625.7&M294;Manual of Instructions for Construction of Roads and Bridges on Federal Highway Projects;S.A.;1970;s.n;
4635;COL.NB&625.73&E19l;Landslides and Engineering Practice;S.A.;1958;s.n;
4636;COL.NB&625.732&R337;Highway Research Record;S.A.;1972;s.n;
4637;COL.NB&625.733&E96;El Experimento Vial A.A.S.H.O.;A.A.S.H.O.;s.d;s.n;
4638;COL.NB&625.734&H236;Handbook of Stell Drainage & Highway Construction Products;S.A.;1971;American Iron and Steel Institute;
4639;COL.NB&625.735&S741;Standars Specifications for Highway Materials and Methods of Sampling and Testing;S.A.;1966;Published by the association;
4640;COL.NB&625.74&S837r;Soil Cement Roads;S.A.;1935;s.n;
4641;COL.NB&625.74&D885i;Investigations to Assess the Potentialities of Lime for Soil Stabilization in the United Kingdon;Dumbleton, M.J.;1962;Her Majesty's Stationery Office;
4642;COL.NB&625.74&K591s;Soils and Other Roadmaking Materials in Nigeria;Clare, K.E.;1962;Her Majesty's Stationary Office;
4643;COL.NB&625.76&Q3i;Instructivo sobre Conservación de Caminos;Quevedo, Salvador G.;1951;Departamento de Proyectos  y Estudios Técnicos;
4644;COL.NB&625.77&C591u;The Use and Control of Vegetation on Rodads and Airfields Overseas;Clare, K.E.;1961;Her Majesty's Stationary Office;
4645;COL.NB&625.794&A837m;Manual for Signing and Pavement Marking;American Association of State Highway Officials;1961;s.n;
4646;COL.NB&625.8&S159;Salt for Road Stabilization;S.A.;1954;Salt Institute;
4647;COL.NB&625.8&F514p;Better Concrete Pavement Serviceability;Finney, Edwin A.;1973;The Iowa State University Press;
4648;COL.NB&625.8&D611;Thickness Design for Concrete Pavements;S.A.;1966;s.n;
4649;COL.NB&625.8&D419s;Soil Mechanics for Road Engineers;S.A.;1961;Her Majesty's Stationary Office;
4650;COL.NB&625.8&A837d;Highway Design and Operational Practices Related to Highway Safety;S.A.;1967;The American Association of State Highway Officials;
4650;COL.NB&625.8&A837d;Highway Design and Operational Practices Related to Highway Safety;S.A.;1967;The American Association of State Highway Officials;
4651;COL.NB&625.795&S927;Earth Retaining Structures;S.A.;1963;The Institution of Structural Engineers;
4652;COL.NB&625.795&G943;A.A.S.H.O.;S.A.;1967;s.n;
4653;COL.NB&625.794&M313;A Guide to the Structural Design of Bituminous-Surfaced Roads in Tropical and Sub-tropical Countries;S.a.;1962;s.n;
4655;COL.NB&625.794&M313;Notes on Using the SYX-RRL Vehicle Counter N°.4;S.A.;1962;s.n;
4657;COL.NB&625.794&M294;Manual de Señales Viales;S.A.;1973;División Productos Reflejantes;
4658;COL.NB&627&C168t;Tratado de  hidráulica aplicada;Calvin, Victor Davis;1956;Labor;
4659;COL.NB&625.8&S741;Standard Specifications for Construction of Roads and Bridges on Federal Highway Projects;S.A.;1962;Depatments off Comerce;
4660;COL.NB&625.8&S785;Standard Specifications for Highway Materials and methods of Sampling and Testing;S/A;1970;The American Association of State Highway Officials;
4661;COL.NB&625.8&S941g;Guidelines for Erosion and Sediment Control in Highway Construction;S/A;1973;AASHO;
4662;COL.NB&625.85&C236;Asphalt Overlays and Paviment Rehabilitation;S/A;1969;The Asphal Institute;
4663;COL.NB&625.85&A838;Asphalt Paving Manual;S/A;1965;The Asphalt Institute;
4664;COL.NB&625.85&C314;Carreteras de Hormigón;S/A;1962;Bradley & Foster;
4665;COL.NB&625.85&G546m;Bituminous Materials in Road Construction;S/A;1962;Her Majesty's Stationery Office;
4667;COL.NB&625.85&M685d;Mix Design Methods for Asphalt Concrete;S/A;1962;The Asphalt Institute;
4668;COL.NB&627&M294;Hydrology Handbook;S/A;s.d;s.n;
4669;COL.NB&627&L759e;Elements of Hydraulic Engineering;Linsley, Ray K.;1955;McGraw-Hill;
4670;COL.NB&627&L541d;Irrigation and Hydraulic;Leliavsky, Serge;1957;Chapman & Hall;
4671;COL.NB&627&K52h;Handbook of Hydraulics;King, Horace Williams;1954;McGraw-Hill;
4672;COL.NB&627&H493c;Construcciones Hidráulicas;Hentze, J.;1951;Labor S.A.;
4673;COL.NB&627&F698t;Tratado de Hidráulica;Forchheimer, P.;1950;Labor S.A.;
4674;COL.NB&627&E77;Specification of General Requirements for the Metal-ARC Welding fo Mild Steel;S/A.;1964;British Standards Institution;
4675;COL.NB&627&D261h;Handbook of Applied Hydraulics;Davis, Calvin Victor;1942;McGraw-Hill;
4676;COL.NB&627&C823c;Costruzioni Idrauliche;Ruggiero, Corrado;1947;Vallerini;
4677;COL.NB&627.135 2&D419w;Welded Steel Penstocks;S/A;1968;United States Departament of the Interior;
4678;COL.NB&627&S296h;Hidráulica y Construcciones Hidráulicas;Schafer, A.;1959;Labor S.A.;
4679;COL.NB&627&S914p;Problemas de Hidráulica Aplicada;Streck, Otto;1948;Labor S.A.;
4680;COL.NB&627.13&C212;Canalizaciones Fundición Dúctil;S/A;1978;Pont-A-Mousson S.A.;
4681;COL.NB&627.13&C212;Canalisations;S/A;1977;Pont-A-Mousson S-A.;
4683;COL.NB&627.12&R585;T.V.A. a River Controlled;S.A.;1958;United State Goverment Printing Office;
4684;COL.NB&627.13&C212;Canal Linings and Methods of Reducing Costs;S/A;1948;States Department of the interior;
4685;COL.NB&627.12&L541i;An Introduction to Fluvial Hydraulics;Leliavsky, Serge;1955;Dover Publications;
4686;COL.NB&627.4&D136a;Flood-Frequency Analyses;Dalrymple;1960;United State Goverment Printing Office;
4687;COL.NB&627.44&R972;Storage and Flood Routing;Carter, R. W.;1960;United States Goverment Printing Office;
4688;COL.NB&627.5&P649s;Sistemas de Riegos;Pineda Somoza, Carlos Ernesto;1955;Universidad Autónoma de El Salvador;
4689;COL.NB&627.52&B337t;Traité D'Irrigation;Bauzil, V.;1952;Eyrolles;
4689;COL.NB&627.52&B337t;Traité D'Irrigation;Bauzil, V.;1952;Eyrolles;
4690;COL.NB&627.52&I68;Conservation Irrigation in Humid Areas;S/A;1957;s.n;
4691;COL.NB&627.54&M294;Field and Office Manual;S/A;1966;Engineering News-Record;
4692;COL.NB&627.54&M588p;American Sewerage Practice;Metcalf, Leonard;1915;McGraw-Hill;
4692;COL.NB&627.54&M588p;American Sewerage Practice;Metcalf, Leonard;1915;McGraw-Hill;
4693;COL.NB&627.8&A436r;Low Dams A Manual of Design for Small Water Storage Projects;S/A;1938;Subcommittee on small water storage Projects;
4695;COL.NB&627.8&M672p;Aprovechamiento Hidroeléctrico de Douro International Escalao de Miranda;S/A;s.d;s.n;
4696;COL.NB&627.8&C961;Fourth Congress on Large Dams;S/A;s.d;s.n;
4696;COL.NB&627.8&C961;Fourth Congress on Large Dams;S/A;s.d;s.n;
4696;COL.NB&627.8&C961;Fourth Congress on Large Dams;S/A;s.d;s.n;
4696;COL.NB&627.8&C961;Fourth Congress on Large Dams;S/A;s.d;s.n;
4697;COL.NB&627.8&P585h;Picote Hidro-Eléctrica Do Douro;S/A;s.d;s.n;
4698;COL.NB&627.8&M458s;Studies in the Construction of Dams Earthen and Masonry;Matthews, E.R.;1919;Charles Griffin & Company;
4699;COL.NB&627.8&R294;Merrit Dam: tchnical record of design and construction;;1968;United State Department of the Interior;
4701;COL.NB&627.86&F772l;Les Réservoirs D'eau;S/A;1963;Dunod;
4702;COL.NB&627.9&E78t;Tratado de Construcción;Esselborn, Carlos;1944;Gustavo Gili;
4703;COL.NB&628&M678c;Costruzione Delle Fognature;Mistrangelo, Claudio;1949;Ulrico Hoepli;
4704;COL.NB&628.1&B932;Building Dainage;S/A;1964;British Standard Code of Practice;
4705;COL.NB&628.1&D611;Desing and Construction of Concrete Sewers;S/A;1968;Portland Cement Association;
4706;COL.NB&628.1&G216a;Administración Nacional de Acueductos y Alcantarillados A.N.D.A. Tanque de 6 500 Metros Cúbicos en Soyapango, Suplemento al Estudio de Alternativas;García Prieto, Atilio;1974;Atilio García Prieto y CIA;
4706;COL.NB&628.1&G216a;Administración Nacional de Acueductos y Alcantarillados A.N.D.A. Tanque de 6 500 Metros Cúbicos en Soyapango, Suplemento al Estudio de Alternativas;García Prieto, Atilio;1974;Atilio García Prieto y CIA;
4707;COL.NB&628.1&H236;Handbook of Drainage and Construction Products;W. H. Spindler;1955;Lakeside Press;
4708;COL.NB&628.1&S785;Public Health Service Drinking Water Standards;S/A;1962;United State Government Printing Office;
4709;COL.NB&628.1&R294;Recommended Minimum Requirements For Plumbing;S/A;1932;Subcommittee on Pumbing of the Building code Committee;
4710;COL.NB&628.1&P644r;Recomendaciones a la Municipalidad de la Villa Concepción de Ataco, Departamento de Ahuachapan para Normalizar su Servicio de Agua Potable y Red de Cloacas Sanitarias;Pimentel, Felipe Remberto;1959;Universidad Autónoma de El Salvador;
4711;COL.NB&628.1&N899n;Report of the Coordinating Committee for a National Plumbing Code;S/A;1951;U.S. Department of Commerce;
4712;COL.NB&628.1&M678p;Provvista e Distribuzione di Acqua Potabile;Mistrangelo, Claudio;1945;Ulrico Hoepli;
4713;COL.NB&628.1&H682m;Manual of British Water Supply Practice;Hobbs, Aubrey Thomas;1953;The Institution of Water Engineers;
4714;COL.NB&628.1&S824a;Abastecimiento de agua y alcantarillado;Steel, Ernest;1961;Gustavo Gili;
4715;COL.NB&628.1&U58;Uniform Plumbing Code;S/A;1976;International Association of Plumbing and Mechanical Officuals;
4716;COL.NB&628.112&M942r;Replenisshment of Ground Water Supplies by Artificial Means;Muckel, Dean C.;1959;United States Department of Agriculture;
4717;COL.NB&628.114&P893;Effects of Well Screens on Flow Into Wells;S/A;1963;American Society of Civil Engineers;
4718;COL.NB&628.144&M294;Manual of Individual Water Supply Systems;S/A;1962;United States Government Prining Office;
4719;COL.NB&628.144 028 7&M294;Manual of Water Works Accounting;S/A;1938;Municipal Finance Officers Association;
4720;COL.NB&628.15&A837s;Standard Specifications for Cast Iron Water Pipes and Special Castings;S/A;1952;American  Water Works Association;
4721;COL.NB&628.15&I62;Inventario  físico de sistemas de acueductos;;1961;Oficina de Estudios para Agua Potable y Alcantarillado;
4722;COL.NB&628.15&Z73f;Feasibility of Curved Alignment for Residential Sanitary Sewers;Zimmerman, Julian H.;1959;Federal Housing Administration;
4723;COL.NB&628.116&J75t;Travaux Maritimes;Joly, Georges de;1932;Bailliere Et Fils;
4723;COL.NB&628.116&J75t;Travaux Maritimes;Joly, Georges de;1932;Bailliere Et Fils;
4724;COL.NB&628.15&A543p;Plan de Tarifas para los Servicios  de Acueductos y Alcantarillados;Administración Nacional de Acueductos y Alcantarillados ANDA.;1966;s.n;
4725;COL.NB&625.15&O65;ACODAL Organo Oficial de la Asociación Colombiana de Acueductos y Alcantarillados;S/A;1963;ACODAL;
4726;COL.NB&628.16&R154m;Methods for Collection and Analysis of Water Samples;Rainwater, F. H.;1960;United States Government Printing Office;
4727;COL.NB&628.162&D321m;Manual Técnico del Agua;Degrémont, Gilbert;s.d;s.n;
4728;COL.NB&628.166 2&U18r;Saline Water Conversión Report;Udall, Stewart;1965;United States Department of the Interior;
4729;COL.NB&628.166 3&F646;Fluoridation of Water;S/A;1954;United States Government Printing Office;
4730;COL.NB&628.168&K64a;Aspects of River Pollution;Klein, Louis;1957;Butterworths Scientific Publications;
4731;COL.NB&628.168 2&I31d;Disposal of Sewage and Other Water Borne Wastes;Imhoff, Karl;1956;Butterworths Scientific Publications;
4732;COL.NB&628.168 2&S251f;Fognatura Domestica Idráulica Sanitaria;Sartorio, G.S.;1941;Torino;
4733;COL.NB&628.2&D536;Sewage Works Journal;S/A;1945;Sewage Works Associations;
4734;COL.NB&628.2&K26t;Sewage Treatment-How It Is Acconplished;Keefer, C.E.;1957;Smithsonian Institution;
4735;COL.NB&628.24&C733d;Design and Construction of Sanitary and Storm Sewers;S/A;1960;American Society of Civil Engineers;
4736;COL.NB&628.25&A837a;Concrete Culberts and Conduits;S/A;1969;Portland Cement Association;
4737;COL.NB&628.35&W324;Water Quality and Treatment;S/A;1951;The American Water Works;
4738;COL.NB&628.4&G978p;Principles of Industrial Waste Treatment;S/A;1956;John Wiley & Sons;
4739;COL.NB&628.51&G168i;Impianti Sanitari;Gallizio, Angelo;1949;Ulrico Hoepli;
4740;COL.NB&628.51&K76d;Les Réseaux D'egouts;Koch, P.;1962;Dunod;
4741;COL.NB&628.742&B114s;Sewerage and Sewage Treatment;Babbitt, Harold E.;1962;John Wiley & Sons;
4742;COL.NB&628.92&C949l;Handbook of Fire Protection;Moulton, Robert S.;1954;National Fire Protection Association;
4743;COL.NB&628.925 2&H632;Hydrant Systems;S/A;1952;The Council for Codes of Practice for Buildings;
